,id,tweet,subtask_a,subtask_b,subtask_c,clean_tweet
148,66109,@USER I thought Canada had strict gun control.  Help me understand what is happening.,NOT,,,  i thought canada had strict gun control   help me understand what is happening 
149,19419,@USER They don’t want you following people because they don’t like conservatives! Sickening  how biased Twitter’s management is. #TwitterLeftBias,NOT,,,  they don t want you following people because they don t like conservatives! sickening  how biased twitter s management is   twitterleftbias
150,32942,@USER He is doing life tho😑,NOT,,,  he is doing life tho 
151,74285,@USER It's SO VERY IMPORTANT between now and the midterms to get the word out that all the #democrats want people of color to believe is they support them - which as you know is SO false. How can the word spread even more to those who need to know? #MAGA #NAACP,NOT,,,  it  so very important between now and the midterms to get the word out that all the  democrats want people of color to believe is they support them   which as you know is so false  how can the word spread even more to those who need to know?  maga  naacp
152,77319,@USER @USER ANTIFA is not giving death threats to professor Ford or threatening violence if their candidate loses or Spanky is impeached.,OFF,TIN,IND,    antifa is not giving death threats to professor ford or threatening violence if their candidate loses or spanky is impeached 
153,30517,@USER @USER @USER Have you seen or listened to your ANTIFA pals?,NOT,,,      have you seen or listened to your antifa pals?
154,69077,@USER @USER In case of antifa take a little bat or something. Good for you- more of should do that kind of thing.,NOT,,,    in case of antifa take a little bat or something  good for you  more of should do that kind of thing 
155,67758,@USER Your titles scare me a little bit. ;-),NOT,,,  your titles scare me a little bit    )
156,35944,@USER &gt;Eradicating HIV and Malaria in the middle of Africa  Good bloody luck,NOT,,,   andgt eradicating hiv and malaria in the middle of africa  good bloody luck
157,48223,@USER @USER The only interaction of Tory volunteers with FCP volunteers that I witnessed today was the one demanding that our float be moved to the back of the parade. #ableg #cdnpoli,NOT,,,    the only interaction of tory volunteers with fcp volunteers that i witnessed today was the one demanding that our float be moved to the back of the parade   ableg  cdnpoli
158,47168,@USER And who seems to be getting things done.,NOT,,,  and who seems to be getting things done 
159,53947,I added a video to a @USER playlist URL Combat mon frere vs Ismael et Maga assassin vs David le boxer (YFC 2),NOT,,,i added a video to a   playlist url combat mon frere vs ismael et maga assassin vs david le boxer (yfc 2)
160,49504,@USER So has the Law changed...you just make an allegation now days and your guilty until proven innocent. Liberals are mentally ill!,OFF,TIN,GRP,  so has the law changed   you just make an allegation now days and your guilty until proven innocent  liberals are mentally ill!
161,66291,@USER Straight up different.  Thank Joe Biden for that one.  I also wonder the outcome if her name had been Antifa Hill.,NOT,,,  straight up different   thank joe biden for that one   i also wonder the outcome if her name had been antifa hill 
162,31229,@USER This game sucks donkey balls,OFF,TIN,GRP,  this game sucks donkey balls
163,75850,@USER Yo for real you are gorgeous,NOT,,,  yo for real you are gorgeous
164,88546,@USER Absolutely should be a nail in the coffin.... for Hilliary,OFF,TIN,IND,  absolutely should be a nail in the coffin     for hilliary
165,29241,@USER @USER I hope he gets on twitter so I can tell him how amazing he is. ❤😄,NOT,,,    i hope he gets on twitter so i can tell him how amazing he is    
166,19842,@USER Who are “they” Gun control has been tried and is a proven failure. This is why people don’t vote democrat. They refuse to admit reality. Gun control doesn’t work.,NOT,,,  who are  they  gun control has been tried and is a proven failure  this is why people don t vote democrat  they refuse to admit reality  gun control doesn t work 
167,69232,@USER So the overwhelming liberals in the populated states can make policy for the rest of America with whom they have no clue about.  Just because California has the biggest population does not mean the U.S. shares in their values.  Get a clue Hillary.,NOT,,,  so the overwhelming liberals in the populated states can make policy for the rest of america with whom they have no clue about   just because california has the biggest population does not mean the u s  shares in their values   get a clue hillary 
168,36471,@USER @USER Doesn't he partly fund Antifa?,NOT,,,    does not he partly fund antifa?
169,32897,@USER He is a DUMBASS !!!!!,OFF,TIN,IND,  he is a dumbass !!!!!
170,62072,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER ...and #LeviStrauss wanting gun control How many of us wonder why the heck do they want our freedoms taken away ~ or is it just selective freedoms? URL,OFF,TIN,GRP,                         and  levistrauss wanting gun control how many of us wonder why the heck do they want our freedoms taken away   or is it just selective freedoms? url
171,95444,@USER At this point in time... I don't think Pres. Trump gives a sh*t... and neither do I! LOL URL,OFF,TIN,IND,  at this point in time    i do not think pres  trump gives a sh t    and neither do i! lol url
172,51172,@USER @USER O.K. Conservatives get to the polls. Vote red.,NOT,,,    o k  conservatives get to the polls  vote red 
173,62481,@USER donnie jr. you and your family owe the country an apology for taking your criminal activities into OUR White House You are lining your pockets while your father is unfit and making a mockery of our republic. Shame on you and your family. Justice will prevail,OFF,TIN,IND,  donnie jr  you and your family owe the country an apology for taking your criminal activities into our white house you are lining your pockets while your father is unfit and making a mockery of our republic  shame on you and your family  justice will prevail
174,71895,"A Harvard/Harris Poll conducted this year found that 48 percent of black Americans said they would like to see between only one and 250,000 legal immigrants brought to the U.S. a year."" URL #MAGA #tcot""",NOT,,,"a harvard harris poll conducted this year found that 48 percent of black americans said they would like to see between only one and 250,000 legal immigrants brought to the u s  a year "" url  maga  tcot"""
175,78366,@USER Any doubt that @USER have officially become The National Socialist American Workers Party is gone. With ppl like those on @USER and @USER acting as Der Sturmer and #Antifa as their Einsatzgruppen/Waffen SS detachment.,NOT,,,  any doubt that   have officially become the national socialist american workers party is gone  with ppl like those on   and   acting as der sturmer and  antifa as their einsatzgruppen waffen ss detachment 
176,39021,@USER Oh my Carmen. He is SO FRICKING CUTE,OFF,TIN,IND,  oh my carmen  he is so fricking cute
177,68840,@USER Chelsea is as crazy as her mother,OFF,TIN,IND,  chelsea is as crazy as her mother
178,96837,@USER It's time the #Conservatives #binnedBoris and sent 'lyin Lynton back to Australia.,NOT,,,  it  time the  conservatives  binnedboris and sent 'lyin lynton back to australia 
179,51815,@USER @USER @USER The 2015 manifesto promised me my vote back. So where is it? You think Brexit would have gone through if all the Brits in the EU27 had been allowed to vote? The referendum was gerrymandered.,NOT,,,      the 2015 manifesto promised me my vote back  so where is it? you think brexit would have gone through if all the brits in the eu27 had been allowed to vote? the referendum was gerrymandered 
180,62023,"@USER   THE METOO MOVEMENT MUST BE AN EXTENSION OF ANTIFA AND IS A  COMPLETE JOKE! IF THIS MOVEMENT WASN'T SELECTIVE, JOE BIDEN WOULD BE IN COURT FOR FONDING GIRLS ON CAMERA""! URL",NOT,,,"    the metoo movement must be an extension of antifa and is a  complete joke! if this movement was not selective, joe biden would be in court for fonding girls on camera""! url"
181,10253,@USER @USER you are awesome! Thank you. You give humanity hope!,NOT,,,    you are awesome! thank you  you give humanity hope!
182,21367,@USER GOOBER,NOT,,,  goober
183,33797,@USER Another uninformed,NOT,,,  another uninformed
184,11160,@USER I forgot he is their foster child!,NOT,,,  i forgot he is their foster child!
185,32916,"@USER And the brainless #DEMS wants us to believe that he doesn't have the majority. Liberals is just like their leaders"" the corrupts #Obama and #CrookedHillary both are real bad losers #MAGA #TRUMP""",OFF,TIN,GRP,"  and the brainless  dems wants us to believe that he does not have the majority  liberals is just like their leaders"" the corrupts  obama and  crookedhillary both are real bad losers  maga  trump"""
186,47427,@USER No fucking way he said this!,NOT,,,  no fucking way he said this!
187,87052,@USER @USER Such supposedly smart people didn't think for one moment that in the audience there are people who voted Trump and are scared shitless hearing the top brass speak that way.,NOT,,,    such supposedly smart people did not think for one moment that in the audience there are people who voted trump and are scared shitless hearing the top brass speak that way 
